activity_fact_id,student_key,course_key,time_key,event_key,material_key,description,event_count,source_system
15130,31,1,14549,2,9,The user with id '211996' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15131,31,1,14550,10,9,The user with id '211996' has submitted the submission with id '3797434' for the assignment with course module id '2580888'.,1,Historical
15132,31,1,14550,11,61,The user with id '211996' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15133,31,1,14551,9,61,The user with id '211996' has uploaded a file to the submission with id '3797434' in the assignment activity with course module id '2580888'.,1,Historical
15134,31,1,14551,2,9,The user with id '211996' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15135,57,1,14552,1,1,The user with id '261177' viewed the course with id '26692'.,1,Historical
15136,57,1,14553,2,9,The user with id '261177' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15137,57,1,14554,3,8,The user with id '261177' viewed the user report in the gradebook.,1,Historical
15138,31,1,14555,2,9,The user with id '211996' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15139,57,1,14556,1,1,The user with id '261177' viewed the course with id '26692'.,1,Historical
15140,42,1,14557,2,9,The user with id '266883' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15141,148,1,14558,2,9,The user with id '234142' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15142,129,1,14559,4,10,The user with id '258624' viewed the feedback for the user with id '258624' for the assignment with course module id '2580886'.,1,Historical
15143,129,1,14560,2,10,The user with id '258624' viewed the 'assign' activity with course module id '2580886'.,1,Historical
15144,129,1,14561,1,1,The user with id '258624' viewed the course with id '26692'.,1,Historical
15145,11,1,14562,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15146,11,1,14563,3,8,The user with id '261409' viewed the user report in the gradebook.,1,Historical
15147,129,1,14564,2,9,The user with id '258624' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15148,22,1,14565,1,1,The user with id '251244' viewed the course with id '26692'.,1,Historical
15149,129,1,14566,1,1,The user with id '258624' viewed the course with id '26692'.,1,Historical
15150,23,1,14567,2,9,The user with id '101101' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15151,23,1,14568,10,9,The user with id '101101' has submitted the submission with id '3797414' for the assignment with course module id '2580888'.,1,Historical
15152,23,1,14568,11,61,The user with id '101101' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15153,23,1,14569,9,61,The user with id '101101' has uploaded a file to the submission with id '3797414' in the assignment activity with course module id '2580888'.,1,Historical
15154,23,1,14569,2,9,The user with id '101101' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15155,23,1,14570,2,9,The user with id '101101' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15156,133,1,14571,2,9,The user with id '258192' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15157,45,1,14572,2,9,The user with id '256333' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15158,133,1,14573,1,1,The user with id '258192' viewed the course with id '26692'.,1,Historical
15159,45,1,14574,10,9,The user with id '256333' has submitted the submission with id '3793694' for the assignment with course module id '2580888'.,1,Historical
15160,45,1,14574,11,61,The user with id '256333' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15161,45,1,14575,9,61,The user with id '256333' has uploaded a file to the submission with id '3793694' in the assignment activity with course module id '2580888'.,1,Historical
15162,45,1,14575,2,9,The user with id '256333' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15163,45,1,14576,2,9,The user with id '256333' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15164,11,1,14577,3,8,The user with id '261409' viewed the user report in the gradebook.,1,Historical
15165,23,1,14578,2,9,The user with id '101101' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15166,25,1,14579,2,9,The user with id '241097' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15167,25,1,14580,10,9,The user with id '241097' has submitted the submission with id '3794137' for the assignment with course module id '2580888'.,1,Historical
15168,25,1,14580,11,61,The user with id '241097' created a file submission and uploaded '3' file/s in the assignment with course module id '2580888'.,1,Historical
15169,25,1,14581,9,61,The user with id '241097' has uploaded a file to the submission with id '3794137' in the assignment activity with course module id '2580888'.,1,Historical
15170,25,1,14581,2,9,The user with id '241097' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15171,124,1,14582,6,17,The user with id '235323' has viewed the discussion with id '884690' in the forum with course module id '2580882'.,1,Historical
15172,26,1,14583,2,9,The user with id '212653' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15173,22,1,14584,5,1,The user with id '251244' viewed the user report for the course with id '26692' for user with id '251244'.,1,Historical
15174,124,1,14585,1,1,The user with id '235323' viewed the course with id '26692'.,1,Historical
15175,124,1,14586,6,17,The user with id '235323' has viewed the discussion with id '884659' in the forum with course module id '2580882'.,1,Historical
15176,106,1,14587,2,9,The user with id '241972' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15177,64,1,14588,2,9,The user with id '260096' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15178,64,1,14589,10,9,The user with id '260096' has submitted the submission with id '3797578' for the assignment with course module id '2580888'.,1,Historical
15179,64,1,14590,11,61,The user with id '260096' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15180,64,1,14591,9,61,The user with id '260096' has uploaded a file to the submission with id '3797578' in the assignment activity with course module id '2580888'.,1,Historical
15181,64,1,14591,2,9,The user with id '260096' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15182,64,1,14592,2,9,The user with id '260096' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15183,64,1,14593,2,9,The user with id '260096' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15184,64,1,14594,1,1,The user with id '260096' viewed the course with id '26692'.,1,Historical
15185,64,1,14595,1,1,The user with id '260096' viewed the course with id '26692'.,1,Historical
15186,43,1,14596,2,9,The user with id '236559' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15187,124,1,14597,1,1,The user with id '235323' viewed the course with id '26692'.,1,Historical
15188,124,1,14598,2,9,The user with id '235323' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15189,43,1,14599,1,1,The user with id '236559' viewed the course with id '26692'.,1,Historical
15190,124,1,14600,1,1,The user with id '235323' viewed the course with id '26692'.,1,Historical
15191,103,1,14601,2,9,The user with id '20458' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15192,103,1,14602,10,9,The user with id '20458' has submitted the submission with id '3793644' for the assignment with course module id '2580888'.,1,Historical
15193,103,1,14602,11,61,The user with id '20458' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15194,103,1,14603,9,61,The user with id '20458' has uploaded a file to the submission with id '3793644' in the assignment activity with course module id '2580888'.,1,Historical
15195,103,1,14603,2,9,The user with id '20458' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15196,56,1,14604,2,9,The user with id '242560' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15197,124,1,14605,6,17,The user with id '235323' has viewed the discussion with id '884690' in the forum with course module id '2580882'.,1,Historical
15198,124,1,14606,1,1,The user with id '235323' viewed the course with id '26692'.,1,Historical
15199,11,1,14607,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15200,11,1,14608,4,10,The user with id '261409' viewed the feedback for the user with id '261409' for the assignment with course module id '2580886'.,1,Historical
15201,11,1,14609,2,10,The user with id '261409' viewed the 'assign' activity with course module id '2580886'.,1,Historical
15202,56,1,14610,2,9,The user with id '242560' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15203,11,1,14611,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15204,56,1,14612,1,1,The user with id '242560' viewed the course with id '26692'.,1,Historical
15205,125,1,14613,1,1,The user with id '235517' viewed the course with id '26692'.,1,Historical
15206,125,1,14614,2,38,The user with id '235517' viewed the 'resource' activity with course module id '2641686'.,1,Historical
15207,125,1,14615,1,1,The user with id '235517' viewed the course with id '26692'.,1,Historical
15208,11,1,14616,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15209,56,1,14617,2,9,The user with id '242560' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15210,124,1,14618,2,9,The user with id '235323' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15211,125,1,14618,2,9,The user with id '235517' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15212,124,1,14619,10,9,The user with id '235323' has submitted the submission with id '3793421' for the assignment with course module id '2580888'.,1,Historical
15213,125,1,14619,10,9,The user with id '235517' has submitted the submission with id '3793401' for the assignment with course module id '2580888'.,1,Historical
15214,124,1,14620,11,61,The user with id '235323' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15215,125,1,14620,11,61,The user with id '235517' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15216,125,1,14621,9,61,The user with id '235517' has uploaded a file to the submission with id '3793401' in the assignment activity with course module id '2580888'.,1,Historical
15217,125,1,14621,2,9,The user with id '235517' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15218,124,1,14622,9,61,The user with id '235323' has uploaded a file to the submission with id '3793421' in the assignment activity with course module id '2580888'.,1,Historical
15219,124,1,14622,2,9,The user with id '235323' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15220,11,1,14623,2,9,The user with id '261409' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15221,11,1,14624,2,20,The user with id '261409' viewed the 'resource' activity with course module id '2693870'.,1,Historical
15222,106,1,14625,2,9,The user with id '241972' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15223,11,1,14625,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15224,106,1,14626,10,9,The user with id '241972' has submitted the submission with id '3793485' for the assignment with course module id '2580888'.,1,Historical
15225,106,1,14626,11,61,The user with id '241972' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15226,106,1,14627,9,61,The user with id '241972' has uploaded a file to the submission with id '3793485' in the assignment activity with course module id '2580888'.,1,Historical
15227,106,1,14627,2,9,The user with id '241972' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15228,11,1,14628,2,9,The user with id '261409' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15229,103,1,14629,2,9,The user with id '20458' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15230,11,1,14630,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15231,103,1,14631,2,9,The user with id '20458' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15232,11,1,14632,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15233,56,1,14633,2,9,The user with id '242560' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15234,131,1,14634,1,1,The user with id '241903' viewed the course with id '26692'.,1,Historical
15235,107,1,14635,2,2,The user with id '238230' viewed the 'resource' activity with course module id '2581033'.,1,Historical
15236,107,1,14636,1,1,The user with id '238230' viewed the course with id '26692'.,1,Historical
15237,106,1,14637,2,9,The user with id '241972' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15238,107,1,14637,2,2,The user with id '238230' viewed the 'resource' activity with course module id '2581013'.,1,Historical
15239,106,1,14638,2,9,The user with id '241972' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15240,107,1,14639,1,1,The user with id '238230' viewed the course with id '26692'.,1,Historical
15241,107,1,14640,2,37,The user with id '238230' viewed the 'assign' activity with course module id '2712310'.,1,Historical
15242,131,1,14641,3,8,The user with id '241903' viewed the user report in the gradebook.,1,Historical
15243,131,1,14642,1,1,The user with id '241903' viewed the course with id '26692'.,1,Historical
15244,107,1,14643,1,1,The user with id '238230' viewed the course with id '26692'.,1,Historical
15245,106,1,14644,2,9,The user with id '241972' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15246,25,1,14645,2,9,The user with id '241097' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15247,25,1,14646,2,9,The user with id '241097' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15248,25,1,14647,1,1,The user with id '241097' viewed the course with id '26692'.,1,Historical
15249,11,1,14648,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15250,11,1,14649,2,9,The user with id '261409' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15251,11,1,14650,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15252,11,1,14651,4,10,The user with id '261409' viewed the feedback for the user with id '261409' for the assignment with course module id '2580886'.,1,Historical
15253,11,1,14652,2,10,The user with id '261409' viewed the 'assign' activity with course module id '2580886'.,1,Historical
15254,11,1,14653,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15255,125,1,14654,2,9,The user with id '235517' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15256,106,1,14655,4,10,The user with id '241972' viewed the feedback for the user with id '241972' for the assignment with course module id '2580886'.,1,Historical
15257,106,1,14656,2,10,The user with id '241972' viewed the 'assign' activity with course module id '2580886'.,1,Historical
15258,56,1,14657,2,9,The user with id '242560' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15259,56,1,14658,10,9,The user with id '242560' has submitted the submission with id '3793459' for the assignment with course module id '2580888'.,1,Historical
15260,56,1,14658,11,61,The user with id '242560' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15261,56,1,14659,9,61,The user with id '242560' has uploaded a file to the submission with id '3793459' in the assignment activity with course module id '2580888'.,1,Historical
15262,56,1,14659,2,9,The user with id '242560' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15263,125,1,14660,2,9,The user with id '235517' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15264,56,1,14661,2,9,The user with id '242560' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15265,56,1,14662,2,9,The user with id '242560' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15266,56,1,14663,1,1,The user with id '242560' viewed the course with id '26692'.,1,Historical
15267,103,1,14664,2,9,The user with id '20458' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15268,103,1,14665,1,1,The user with id '20458' viewed the course with id '26692'.,1,Historical
15269,11,1,14666,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15270,103,1,14667,2,44,The user with id '20458' viewed the 'assign' activity with course module id '2712309'.,1,Historical
15271,106,1,14668,2,9,The user with id '241972' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15272,106,1,14669,2,9,The user with id '241972' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15273,106,1,14670,3,8,The user with id '241972' viewed the user report in the gradebook.,1,Historical
15274,11,1,14671,2,9,The user with id '261409' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15275,106,1,14672,1,1,The user with id '241972' viewed the course with id '26692'.,1,Historical
15276,103,1,14673,3,8,The user with id '20458' viewed the user report in the gradebook.,1,Historical
15277,11,1,14674,1,1,The user with id '261409' viewed the course with id '26692'.,1,Historical
15278,139,1,14675,4,10,The user with id '251807' viewed the feedback for the user with id '251807' for the assignment with course module id '2580886'.,1,Historical
15279,139,1,14676,2,10,The user with id '251807' viewed the 'assign' activity with course module id '2580886'.,1,Historical
15280,139,1,14677,1,1,The user with id '251807' viewed the course with id '26692'.,1,Historical
15281,139,1,14678,1,1,The user with id '251807' viewed the course with id '26692'.,1,Historical
15282,124,1,14679,2,9,The user with id '235323' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15283,124,1,14680,2,9,The user with id '235323' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15284,31,1,14681,2,9,The user with id '211996' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15285,35,1,14682,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15286,35,1,14683,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15287,35,1,14684,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15288,35,1,14685,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15289,35,1,14686,1,1,The user with id '254706' viewed the course with id '26692'.,1,Historical
15290,31,1,14687,1,1,The user with id '211996' viewed the course with id '26692'.,1,Historical
15291,31,1,14688,2,43,The user with id '211996' viewed the 'resource' activity with course module id '2641481'.,1,Historical
15292,35,1,14689,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15293,35,1,14690,10,9,The user with id '254706' has submitted the submission with id '3797542' for the assignment with course module id '2580888'.,1,Historical
15294,35,1,14691,13,61,The user with id '254706' updated a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15295,35,1,14692,9,61,The user with id '254706' has uploaded a file to the submission with id '3797542' in the assignment activity with course module id '2580888'.,1,Historical
15296,35,1,14692,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15297,31,1,14693,2,42,The user with id '211996' viewed the 'resource' activity with course module id '2580879'.,1,Historical
15298,35,1,14694,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15299,124,1,14695,2,9,The user with id '235323' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15300,124,1,14696,2,9,The user with id '235323' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15301,31,1,14697,2,22,The user with id '211996' viewed the 'resource' activity with course module id '2580878'.,1,Historical
15302,124,1,14698,1,1,The user with id '235323' viewed the course with id '26692'.,1,Historical
15303,31,1,14699,3,8,The user with id '211996' viewed the user report in the gradebook.,1,Historical
15304,31,1,14700,1,1,The user with id '211996' viewed the course with id '26692'.,1,Historical
15305,31,1,14701,2,9,The user with id '211996' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15306,31,1,14702,1,1,The user with id '211996' viewed the course with id '26692'.,1,Historical
15307,151,1,14703,1,1,The user with id '259981' viewed the course with id '26692'.,1,Historical
15308,138,1,14704,4,10,The user with id '240756' viewed the feedback for the user with id '240756' for the assignment with course module id '2580886'.,1,Historical
15309,138,1,14705,2,10,The user with id '240756' viewed the 'assign' activity with course module id '2580886'.,1,Historical
15310,138,1,14706,1,1,The user with id '240756' viewed the course with id '26692'.,1,Historical
15311,138,1,14707,1,1,The user with id '240756' viewed the course with id '26692'.,1,Historical
15312,35,1,14708,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15313,35,1,14709,14,9,The user with id '254706' removed the submission with id '3797542' in the assignment with course module id '2580888' submitted by the user with id '254706'.,1,Historical
15314,35,1,14709,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15315,35,1,14710,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15316,35,1,14711,2,9,The user with id '254706' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15317,35,1,14712,1,1,The user with id '254706' viewed the course with id '26692'.,1,Historical
15318,138,1,14713,2,34,The user with id '240756' viewed the 'resource' activity with course module id '2699876'.,1,Historical
15319,138,1,14714,1,1,The user with id '240756' viewed the course with id '26692'.,1,Historical
15320,138,1,14715,4,10,The user with id '240756' viewed the feedback for the user with id '240756' for the assignment with course module id '2580886'.,1,Historical
15321,138,1,14716,2,10,The user with id '240756' viewed the 'assign' activity with course module id '2580886'.,1,Historical
15322,135,1,14717,2,9,The user with id '223497' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15323,135,1,14718,2,9,The user with id '223497' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15324,138,1,14719,1,1,The user with id '240756' viewed the course with id '26692'.,1,Historical
15325,135,1,14719,1,1,The user with id '223497' viewed the course with id '26692'.,1,Historical
15326,138,1,14720,4,10,The user with id '240756' viewed the feedback for the user with id '240756' for the assignment with course module id '2580886'.,1,Historical
15327,138,1,14721,2,10,The user with id '240756' viewed the 'assign' activity with course module id '2580886'.,1,Historical
15328,138,1,14722,1,1,The user with id '240756' viewed the course with id '26692'.,1,Historical
15329,2,1,14723,1,1,The user with id '251248' viewed the course with id '26692'.,1,Historical
15330,80,1,14724,2,9,The user with id '261073' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15331,80,1,14725,10,9,The user with id '261073' has submitted the submission with id '3794659' for the assignment with course module id '2580888'.,1,Historical
15332,80,1,14726,13,61,The user with id '261073' updated a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15333,80,1,14727,9,61,The user with id '261073' has uploaded a file to the submission with id '3794659' in the assignment activity with course module id '2580888'.,1,Historical
15334,80,1,14727,2,9,The user with id '261073' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15335,80,1,14728,2,9,The user with id '261073' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15336,2,1,14729,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15337,80,1,14730,2,9,The user with id '261073' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15338,80,1,14730,14,9,The user with id '261073' removed the submission with id '3794659' in the assignment with course module id '2580888' submitted by the user with id '261073'.,1,Historical
15339,80,1,14731,2,9,The user with id '261073' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15340,80,1,14732,2,9,The user with id '261073' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15341,80,1,14733,1,1,The user with id '261073' viewed the course with id '26692'.,1,Historical
15342,82,1,14734,2,9,The user with id '259216' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15343,22,1,14735,1,1,The user with id '251244' viewed the course with id '26692'.,1,Historical
15344,2,1,14736,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15345,135,1,14737,4,10,The user with id '223497' viewed the feedback for the user with id '223497' for the assignment with course module id '2580886'.,1,Historical
15346,135,1,14738,2,10,The user with id '223497' viewed the 'assign' activity with course module id '2580886'.,1,Historical
15347,135,1,14739,1,1,The user with id '223497' viewed the course with id '26692'.,1,Historical
15348,135,1,14740,2,9,The user with id '223497' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15349,29,1,14741,2,9,The user with id '103562' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15350,144,1,14742,2,9,The user with id '261916' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15351,144,1,14743,10,9,The user with id '261916' has submitted the submission with id '3797596' for the assignment with course module id '2580888'.,1,Historical
15352,144,1,14744,11,61,The user with id '261916' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15353,144,1,14745,9,61,The user with id '261916' has uploaded a file to the submission with id '3797596' in the assignment activity with course module id '2580888'.,1,Historical
15354,144,1,14745,2,9,The user with id '261916' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15355,144,1,14746,2,9,The user with id '261916' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15356,7,1,14747,2,9,The user with id '245846' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15357,7,1,14748,2,9,The user with id '245846' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15358,7,1,14749,10,9,The user with id '245846' has submitted the submission with id '3793456' for the assignment with course module id '2580888'.,1,Historical
15359,7,1,14749,11,61,The user with id '245846' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15360,7,1,14750,9,61,The user with id '245846' has uploaded a file to the submission with id '3793456' in the assignment activity with course module id '2580888'.,1,Historical
15361,7,1,14750,2,9,The user with id '245846' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15362,7,1,14751,2,9,The user with id '245846' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15363,7,1,14752,2,9,The user with id '245846' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15364,2,1,14753,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15365,2,1,14754,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15366,45,1,14755,2,9,The user with id '256333' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15367,45,1,14756,1,1,The user with id '256333' viewed the course with id '26692'.,1,Historical
15368,116,1,14757,2,9,The user with id '258707' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15369,116,1,14758,10,9,The user with id '258707' has submitted the submission with id '3797560' for the assignment with course module id '2580888'.,1,Historical
15370,116,1,14759,11,61,The user with id '258707' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15371,116,1,14760,9,61,The user with id '258707' has uploaded a file to the submission with id '3797560' in the assignment activity with course module id '2580888'.,1,Historical
15372,116,1,14760,2,9,The user with id '258707' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15373,116,1,14761,2,9,The user with id '258707' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15374,2,1,14762,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15375,34,1,14763,3,8,The user with id '259482' viewed the user report in the gradebook.,1,Historical
15376,34,1,14764,1,1,The user with id '259482' viewed the course with id '26692'.,1,Historical
15377,34,1,14765,2,9,The user with id '259482' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15378,34,1,14766,10,9,The user with id '259482' has submitted the submission with id '3797571' for the assignment with course module id '2580888'.,1,Historical
15379,34,1,14767,11,61,The user with id '259482' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15380,34,1,14767,9,61,The user with id '259482' has uploaded a file to the submission with id '3797571' in the assignment activity with course module id '2580888'.,1,Historical
15381,34,1,14768,2,9,The user with id '259482' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15382,34,1,14769,2,9,The user with id '259482' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15383,2,1,14769,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15384,2,1,14770,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15385,2,1,14771,10,9,The user with id '251248' has submitted the submission with id '3796807' for the assignment with course module id '2580888'.,1,Historical
15386,2,1,14772,11,61,The user with id '251248' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15387,2,1,14772,9,61,The user with id '251248' has uploaded a file to the submission with id '3796807' in the assignment activity with course module id '2580888'.,1,Historical
15388,2,1,14772,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15389,2,1,14773,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15390,2,1,14774,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15391,2,1,14775,2,9,The user with id '251248' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15392,52,1,14776,2,9,The user with id '251955' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15393,52,1,14777,10,9,The user with id '251955' has submitted the submission with id '3794028' for the assignment with course module id '2580888'.,1,Historical
15394,52,1,14777,11,61,The user with id '251955' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15395,52,1,14778,9,61,The user with id '251955' has uploaded a file to the submission with id '3794028' in the assignment activity with course module id '2580888'.,1,Historical
15396,52,1,14778,2,9,The user with id '251955' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15397,52,1,14779,2,9,The user with id '251955' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15398,52,1,14780,2,9,The user with id '251955' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15399,97,1,14781,2,9,The user with id '265867' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15400,97,1,14782,10,9,The user with id '265867' has submitted the submission with id '3797630' for the assignment with course module id '2580888'.,1,Historical
15401,97,1,14783,11,61,The user with id '265867' created a file submission and uploaded '1' file/s in the assignment with course module id '2580888'.,1,Historical
15402,97,1,14784,9,61,The user with id '265867' has uploaded a file to the submission with id '3797630' in the assignment activity with course module id '2580888'.,1,Historical
15403,97,1,14784,2,9,The user with id '265867' viewed the 'assign' activity with course module id '2580888'.,1,Historical
15404,97,1,14785,2,9,The user with id '265867' viewed the 'assign' activity with course module id '2580888'.,1,Historical
